OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFactor,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURREV,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Length
74,0006_246.9,0,1.0918,1.0107,1.0324,1.02155,877,8905.3,9355.2,9575.3,9856.0,10759.0,12088.2,8157,8569,8770,9027,9854,11072,9000,9400,9600,9900,10500,12000,7,UDOT,UDOT,0,0,100,200,100,500,0,0,0,0,0,0,0,0,,Smoothing.,0,,0,0,0,0,0,0,1,0,Carbon,174.660966965594
75,0006_246.94,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,"Need to fix this in the model, SEGID not brough in correctly.",1,0,1,0,0,0,0,1,Carbon,4557.03432230272
76,0006_249.1,0,0.9593,0.9859,1.003,0.99445,-498,9144.3,9583.5,9683.5,9951.5,10900.7,12214.6,9532,9990,10094,10374,11363,12733,9000,9500,9600,9900,11000,12000,7,UDOT,UDOT,0,0,0,200,100,0,0,0,0,0,0,0,0,0,Smoothing.,,0,,0,0,0,0,0,0,0,0,Carbon,545.039599154288
77,0006_249.4,0,0.9593,0.9859,1.003,0.99445,-1400,8552.0,8980.2,9195.0,9509.3,10461.3,11770.8,8915,9361,9585,9913,10905,12270,7500,8000,8200,8500,9500,11000,7,UDOT,UDOT,0,0,-100,200,300,500,0,0,0,0,0,0,0,0,Smoothing.,,0,,0,0,0,0,0,0,0,0,Carbon,13960.0200173257
78,0006_256.1,0,0.9593,0.9859,1.003,0.99445,-9,6258.9,6651.8,7096.1,7479.8,8398.0,9613.0,6524,6934,7397,7797,8754,10021,6500,6900,7400,7800,8700,10000,7,UDOT,UDOT,0,0,0,0,0,300,0,0,0,0,0,0,0,0,Smoothing.,,0,,0,0,0,0,0,0,0,0,Carbon,11922.5194252517
79,0006_261.8,0,0.9593,0.9859,1.003,0.99445,-9,6258.9,6651.8,7096.1,7479.8,8398.0,9613.0,6524,6934,7397,7797,8754,10021,6500,6900,7400,7800,8700,10000,15,UDOT,UDOT,0,0,0,0,0,300,0,0,0,0,0,0,0,0,Smoothing.,,0,,0,0,0,0,0,0,0,0,Emery,11182.713702241
80,0006_267.1,0,0.9593,0.9859,1.003,0.99445,-93,6339.5,6736.1,7181.7,7565.5,8483.0,9705.0,6608,7022,7486,7886,8843,10117,6500,6900,7400,7800,8800,10000,15,UDOT,UDOT,0,0,0,0,0,200,0,0,0,0,0,0,0,0,Smoothing.,,0,,0,0,0,0,0,0,0,0,Emery,22893.71502194
81,0006_278.1,0,0.9593,0.9859,1.003,0.99445,-602,6322.2,6718.1,7162.7,7547.1,8463.3,9685.5,6590,7003,7467,7867,8822,10096,6000,6400,6900,7300,8200,9500,15,UDOT,UDOT,0,0,0,0,0,200,0,0,0,0,0,0,0,0,Smoothing.,,0,,0,0,0,0,0,0,0,0,Emery,10617.806504172
82,0006_283.2,0,0.9593,0.9859,1.003,0.99445,-602,6322.2,6718.1,7162.7,7547.1,8463.3,9685.5,6590,7003,7467,7867,8822,10096,6000,6400,6900,7300,8200,9500,15,UDOT,UDOT,0,0,0,0,0,200,0,0,0,0,0,0,0,0,Smoothing.,,0,,0,0,0,0,0,0,0,0,Emery,34018.4342012991
83,0006_299.6,0,0.9593,0.9859,1.003,0.99445,2868,2993.1,3177.2,3384.2,3564.0,3994.4,4837.2,3120,3312,3528,3715,4164,5042,6000,6200,6400,6600,7000,7900,15,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Emery,1659.37914458855
84,0007_000.0,3,1.0677,1.0469,1.0202,1.03355,-8204,11996.4,14903.3,14868.2,15043.1,18448.1,20288.0,11236,13958,13925,14089,17278,19002,3000,5800,5700,5900,9100,11000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,1,0,1,0,0,Washington,162.806346103321
85,0007_000.1,3,1.0879,1.0232,1.0822,1.0527,-182,3497.0,3926.5,7623.6,17426.1,31279.6,40823.6,3214,3609,7008,16018,28752,37525,3000,3400,6800,16000,28500,37500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,1,0,0,Washington,453.971938245276
86,0007_000.3,3,1.0879,1.0232,1.0822,1.0527,-3030,8036.7,9299.8,17882.5,28028.4,48724.4,61218.5,7387,8548,16438,25764,44788,56272,4400,5500,13500,22500,42000,53000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,1,0,0,Washington,2491.22362095262
87,0007_001.5,3,1.0879,1.0232,1.0822,1.0527,1454,3158.0,3691.0,6393.0,8936.8,23189.5,29170.1,2903,3393,5876,8215,21316,26813,4400,4800,7300,9700,23000,28500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,1,0,0,Washington,1764.56865612281
88,0007_002.4,3,1.0879,1.0232,1.0822,1.0527,1456,3156.2,3686.0,6379.1,8296.8,13289.2,16349.9,2901,3388,5864,7626,12215,15029,4400,4800,7300,9100,13500,16500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,1,0,0,Washington,2116.88329926067
89,0007_003.4,3,1.0879,1.0232,1.0822,1.0527,1224,3703.2,4567.0,7871.9,8956.2,11249.7,13462.0,3404,4198,7236,8233,10341,12374,4600,5400,8500,9500,11500,13500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,3322.2529953128
90,0007_005.1,3,1.0879,1.0232,1.0822,1.0527,1676,3211.1,4037.3,6806.7,7415.9,13144.1,16975.7,2952,3711,6257,6817,12082,15604,4600,5400,7900,8500,14000,17500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,1,0,0,Washington,2078.47194446984
91,0007_006.1,3,1.0879,1.0232,1.0822,1.0527,-476,3878.8,4921.9,7603.8,6109.3,11041.7,16072.2,3565,4524,6989,5616,10150,14774,3100,4000,6500,5100,9700,14500,53,Dixie,Dixie,0,0,0,0,3200,5300,5500,0,0,0,0,0,0,0,"2 lanes until 2042, then 4 lanes 2042-2050, major volume differences, model output was not brought in correctly.",,0,,0,0,0,0,0,1,0,0,Washington,2393.81874361549
92,0007_007.3,3,1.0879,1.0232,1.0822,1.0527,342,2397.1,3028.8,5496.0,2939.9,5696.1,10018.0,2203,2784,5052,2702,5236,9209,2500,3100,5400,3000,5600,9600,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,1,0,0,Washington,2037.4844770303
93,0007_008.3,3,1.0879,1.0232,1.0822,1.0527,567,2152.0,2629.0,4580.0,2728.0,7075.2,12680.5,1978,2417,4210,2508,6504,11656,2500,3000,4800,3100,7100,12000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,1,0,0,Washington,1943.52935310752
94,0007_009.3,3,1.0879,1.0232,1.0822,1.0527,320,2420.4,2947.6,5116.0,2985.3,8151.2,14312.4,2225,2709,4703,2744,7493,13156,2500,3000,5000,3100,7800,13500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,1,0,0,Washington,2563.57401957158
95,0007_010.5,3,1.0879,1.0232,1.0822,1.0527,2205,369.5,550.1,1131.2,1589.8,7847.5,14233.8,340,506,1040,1461,7213,13084,2500,2700,3200,3700,9400,15500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,1,0,0,Washington,3873.51373574545
96,0007_012.5,3,1.0879,1.0232,1.0822,1.0527,524,2198.7,5466.2,10907.9,16518.9,38955.9,49493.9,2021,5025,10027,15184,35808,45495,2500,5500,10500,15500,36500,46000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,1,0,0,Washington,5153.35298656433
97,0007_015.0,3,1.0879,1.0232,1.0822,1.0527,-2349,8040.3,14376.9,28330.0,13199.1,30962.8,38178.4,7391,13215,26041,12133,28461,35094,5000,11000,23500,9800,26000,32500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,1,0,0,Washington,6678.26461448226
98,0008_000.0,3,1.0712,1.0232,1.0127,1.01795,-2757,30486.0,32811.0,36755.0,38933.0,38651.0,36719.0,28460,30630,34312,36345,36082,34278,25500,28000,31500,33500,33500,31500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,833.685582349746
99,0008_000.4,3,1.0712,1.0232,1.0127,1.01795,-1809,29470.9,31216.0,35462.7,38064.8,39520.7,37695.5,27512,29141,33106,35535,36894,35190,25500,27500,31500,33500,35000,33500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"volumes expected to decrease 2042-2050 because of addition of Western Corridor, no comments on forecasting",,0,,0,1,0,0,0,0,0,0,Washington,1565.41031678421
100,0008_001.2,3,1.0712,1.0232,1.0127,1.01795,4826,41776.0,44052.0,50211.0,53181.0,54951.0,52776.0,38999,41124,46874,49646,51299,49268,44000,46000,51500,54500,56000,54000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,0,0,0,0,0,Washington,248.276304030992
101,0009_000.0,3,1.0677,1.0469,1.0202,1.03355,-94,27861.7,31250.6,36220.6,93413.4,121328.5,129551.3,26095,29269,33924,87490,113635,121337,26000,29000,34000,87500,114000,121000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,1,0,0,Washington,1033.9734771952
102,0009_000.5,3,1.0677,1.0469,1.0202,1.03355,-6187,34366.6,39024.0,45692.4,58322.7,79263.1,86799.3,32188,36550,42795,54625,74237,81296,26000,30500,36500,48500,68000,75000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no comments,,0,,0,0,0,0,0,0,0,0,Washington,1205.51792675059
103,0009_001.1,3,1.0712,1.0232,1.0127,1.01795,-5411,35397.0,39957.0,49352.0,57038.3,83559.0,93507.3,33044,37301,46072,53247,78005,87292,27500,32000,40500,48000,72500,82000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no comments,,0,,0,0,0,0,0,0,0,0,Washington,3351.65370870803
104,0009_002.8,3,1.0712,1.0232,1.0127,1.01795,3558,35013.5,39296.7,48076.2,112213.9,78722.8,91146.6,32686,36685,44881,104755,73490,85088,36000,40000,48500,108000,77000,88500,53,Dixie,Dixie,0,0,0,0,-52000,0,0,0,0,0,0,0,0,0,2032 model lanes should be 4. 2032 volumes  are about 2x what they should be. Model output not brought in correctly,,0,,0,0,0,0,0,0,0,0,Washington,4410.41290020936
105,0009_004.9,3,1.0712,1.0232,1.0127,1.01795,5820,32590.0,37866.0,46067.0,50886.0,56219.0,67927.0,30424,35349,43005,47504,52482,63412,36000,41000,49000,53500,58500,69000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,810.891610531966
106,0009_005.4,3,1.0712,1.0232,1.0127,1.01795,9689,28445.5,32852.6,39293.1,44355.9,59088.3,70110.0,26555,30669,36681,41408,55161,65450,36000,40500,46500,51000,65000,75000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,2538.79519723778
107,0009_006.6,3,1.0712,1.0232,1.0127,1.01795,9417,28737.0,32871.0,39315.0,44015.0,51483.0,62484.0,26827,30686,36702,41089,48061,58331,36000,40000,46000,50500,57500,67500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,836.266422139368
108,0009_007.0,3,1.0712,1.0232,1.0127,1.01795,9783,28345.0,32444.0,38688.0,44930.0,53072.0,63295.0,26461,30288,36117,41944,49544,59088,36000,40000,46000,51500,59500,69000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,947.513656366746
109,0009_007.5,3,1.0712,1.0232,1.0127,1.01795,8982,29203.0,33158.0,38162.0,42098.0,50479.0,59338.0,27262,30954,35625,39300,47124,55394,36000,40000,44500,48500,56000,64500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,895.350531551749
110,0009_007.9,3,1.0712,1.0232,1.0127,1.01795,9437,28716.0,32369.0,36374.0,39633.0,50813.0,60487.0,26807,30218,33956,36999,47436,56467,36000,39500,43500,46500,57000,66000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,710.077927953043
111,0009_008.3,3,1.0712,1.0232,1.0127,1.01795,9306,28856.5,32303.4,36309.0,37784.0,47873.0,57242.0,26938,30156,33896,35273,44691,53437,36000,39500,43000,44500,54000,62500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,586.123614848453
112,0009_008.6,3,1.0712,1.0232,1.0127,1.01795,11467,26540.8,28991.7,33020.0,34615.0,45071.0,54865.0,24777,27065,30825,32314,42075,51218,36000,38500,42500,44000,53500,62500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,1028.11580485908
113,0009_009.1,3,1.0712,1.0232,1.0127,1.01795,11751,26237.0,28348.6,31299.8,29915.0,39861.0,49173.0,24493,26464,29219,27927,37212,45905,36000,38000,41000,39500,49000,57500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Expected to be over capacity by 2032, additional east/west connectors expected to be built by 2032",,0,,0,1,0,0,0,0,0,0,Washington,964.960106501865
114,0009_009.6,3,1.0712,1.0232,1.0127,1.01795,15665,22043.8,23998.2,26721.8,30841.0,41136.0,50193.0,20579,22403,24946,28791,38402,46857,36000,38000,40500,44500,54000,62500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,419.753611521811
115,0009_009.8,3,1.0712,1.0232,1.0127,1.01795,10792,20324.3,22311.7,23792.9,26759.3,31914.0,35709.1,18973,20829,22211,24981,29793,33336,30000,31500,33000,36000,40500,44000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,1463.67834536469
116,0009_010.5,3,1.0712,1.0232,1.0127,1.01795,7858,23467.1,26292.7,28269.3,32653.9,38483.4,42951.9,21907,24545,26390,30483,35926,40097,30000,32500,34000,38500,44000,48000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,775.725949926128
117,0009_010.9,3,1.0712,1.0232,1.0127,1.01795,-5861,23592.8,26366.1,28333.7,32348.9,38151.7,42543.1,22025,24614,26450,30199,35616,39715,16000,19000,20500,24500,30000,34000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,1001.78113174006
118,0009_011.4,3,1.0712,1.0232,1.0127,1.01795,-3919,21437.9,24252.2,25905.9,29797.7,36092.5,40329.4,20013,22640,24184,27817,33694,37649,16000,18500,20500,24000,30000,33500,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Washington,2189.98170171827
119,0009_012.5,3,0.9887,1.0469,1.0312,1.03905,-8457,15718.0,18190.1,20506.1,21055.5,26847.6,28168.7,15898,18398,20740,21296,27154,28491,7400,9900,12500,13000,18500,20000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,0,0,0,Washington,368.976770505335
120,0009_012.6,3,0.9887,1.0469,1.0312,1.03905,-9029,14988.9,16968.6,18807.1,20175.0,26100.0,27493.3,15160,17163,19022,20406,26398,27808,6100,8100,10000,11500,17500,19000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,1,0,0,Washington,5457.8508426359
121,0009_015.3,3,0.9887,1.0469,1.0312,1.03905,-8767,14730.1,16578.3,18267.1,19454.3,23275.7,22274.7,14898,16768,18476,19677,23542,22529,6100,8000,9700,11000,15000,14000,53,Dixie,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,1,0,1,0,0,0,0,Washington,4119.78164300646
122,0009_017.4,3,0.9887,1.0469,1.0312,1.03905,-8305,14272.8,16016.0,17761.6,19045.1,22544.8,25411.9,14436,16199,17965,19263,22802,25702,6100,7900,9700,11000,14500,17500,53,UDOT,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,0,0,0,Washington,2737.7920792402
123,0009_018.7,3,0.9887,1.0469,1.0312,1.03905,-11279,13303.0,14873.0,16505.0,17626.0,20026.0,22809.0,13455,15043,16694,17827,20255,23070,2200,3800,5400,6500,9000,12000,53,UDOT,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,1,0,0,Washington,1696.94383020428
124,0009_019.6,3,0.9887,1.0469,1.0312,1.03905,-10843,12872.2,14331.9,15803.2,16811.7,18732.9,21181.9,13019,14496,15984,17004,18947,21424,2200,3700,5100,6200,8100,10500,53,UDOT,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,1,0,0,Washington,12332.4830432363
125,0009_025.7,3,0.9887,1.0469,1.0312,1.03905,-10793,12822.0,14263.0,15720.0,16749.0,18752.0,21105.0,12969,14426,15900,16940,18966,21346,2200,3600,5100,6100,8200,10500,53,UDOT,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,1,0,0,Washington,2513.36962567944
126,0009_026.9,3,0.9887,1.0469,1.0312,1.03905,-10973,13000.0,14456.0,15923.0,16933.0,18825.0,21202.0,13149,14621,16105,17127,19040,21444,2200,3600,5100,6200,8100,10500,53,UDOT,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,1,0,0,Washington,1888.69225630063
127,0009_027.8,3,0.9887,1.0469,1.0312,1.03905,-11045,13507.3,14601.2,16130.1,17595.1,19908.7,21838.9,13662,14768,16314,17796,20136,22089,2600,3700,5300,6800,9100,11000,53,UDOT,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,1,0,0,Washington,3334.22141376733
128,0009_029.5,3,0.9887,1.0469,1.0312,1.03905,-11688,14143.0,14741.0,16396.0,18107.0,20054.0,21888.0,14305,14909,16583,18314,20283,22138,2600,3200,4900,6600,8600,10500,53,UDOT,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,1,0,0,Washington,1167.95719750542
129,0009_030.1,3,0.9887,1.0469,1.0312,1.03905,-7586,14116.0,14681.0,16367.0,18100.0,19811.0,21720.0,14277,14849,16554,18307,20037,21968,6700,7300,9000,10500,12500,14500,53,UDOT,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,0,0,0,Washington,1328.05777384769
130,0009_030.7,3,0.9887,1.0469,1.0312,1.03905,-7586,14116.0,14681.0,16367.0,18100.0,19811.0,21720.0,14277,14849,16554,18307,20037,21968,6700,7300,9000,10500,12500,14500,53,UDOT,Dixie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,1,0,0,0,0,Washington,3909.18474213528
131,0009_044.8,0,0.9574,1.0068,1.0295,1.01815,-6340,6494.8,6777.8,7071.0,7582.9,8820.5,9715.5,6784,7079,7386,7920,9213,10148,450,750,1000,1600,2900,3800,25,UDOT,UDOT,250,0,0,50,-50,-50,-50,0,0,0,0,0,0,0,700 (2019) is more appropriate for this and the eastern segments.,,0,,0,0,0,1,0,1,0,0,Kane,3467.92939228127
132,0009_046.5,0,0.9574,1.0068,1.0295,1.01815,-6348,6502.5,6788.1,7084.9,7595.5,8834.1,9729.0,6792,7090,7400,7933,9227,10162,450,750,1100,1600,2900,3800,25,UDOT,UDOT,250,0,0,50,50,-50,-50,0,0,0,0,0,0,0,Increased to be consistent with western volume.,,0,,0,0,0,1,0,1,0,0,Kane,21430.163269137
133,0010_000.0,0,0.9593,0.9859,1.003,0.99445,3113,924.9,956.8,1007.4,1063.8,1196.9,1326.6,964,997,1050,1109,1248,1383,4100,4100,4200,4200,4400,4500,41,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Why would this increase so much compared to northern segment? Is there anything rail/truck related around here?,0,,0,0,0,0,0,0,1,0,Sevier,13660.6140141133
134,0010_006.6,0,0.9593,0.9859,1.003,0.99445,3100,937.7,970.1,1021.4,1078.7,1213.7,1345.4,977,1011,1065,1124,1265,1402,4100,4100,4200,4200,4400,4500,15,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Why would this increase so much compared to northern segment? Is there anything rail/truck related around here?,0,,0,0,0,0,0,0,1,0,Emery,4140.73867703829
135,0010_008.6,0,0.984,1.0276,1.0316,1.0296,1322,948.1,983.3,1022.3,1075.9,1213.2,1347.0,964,999,1039,1093,1233,1369,2300,2300,2400,2400,2600,2700,15,UDOT,UDOT,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,,Reduced by 300 to better reflect the CCS in Ferron.,0,,0,0,0,0,0,0,1,0,Emery,2302.07349456911
136,0010_009.7,0,0.984,1.0276,1.0316,1.0296,1317,953.2,989.7,1022.8,1074.6,1212.9,1347.8,969,1006,1039,1092,1233,1370,2300,2300,2400,2400,2600,2700,15,UDOT,UDOT,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,,Reduced by 300 to better reflect the CCS in Ferron.,0,,0,0,0,0,0,0,1,0,Emery,1097.79645532865
137,0010_010.2,0,0.984,1.0276,1.0316,1.0296,1288,981.7,1020.2,1053.6,1104.3,1245.1,1383.1,998,1037,1071,1122,1265,1406,2300,2300,2400,2400,2600,2700,15,UDOT,UDOT,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,,Reduced by 300 to better reflect the CCS in Ferron.,0,,0,0,0,0,0,0,1,0,Emery,4081.35956200606
138,0010_012.2,0,0.984,1.0276,1.0316,1.0296,1093,1174.1,1221.9,1266.8,1309.4,1448.0,1610.3,1193,1242,1287,1331,1472,1636,2300,2300,2400,2400,2600,2700,15,UDOT,UDOT,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,,Reduced by 300 to better reflect the CCS in Ferron.,0,,0,0,0,0,0,0,1,0,Emery,533.822705488999
139,0010_012.4,0,0.984,1.0276,1.0316,1.0296,1064,1242.5,1279.0,1337.2,1380.4,1513.3,1669.3,1263,1300,1359,1403,1538,1696,2300,2400,2400,2500,2600,2800,15,UDOT,UDOT,-200,0,0,100,100,100,0,0,0,0,0,0,0,0,,Reduced by 200 to better reflect the CCS in Ferron.,0,,0,0,0,0,0,0,1,0,Emery,1023.21043772207
140,0010_012.9,0,0.9593,0.9859,1.003,0.99445,2960,1240.6,1259.1,1326.5,1380.6,1487.3,1623.6,1293,1313,1383,1439,1550,1692,4300,4300,4300,4400,4500,4700,15,UDOT,UDOT,-2300,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2022 CCS data shows this segment around 2,000. Does it make sense that there is no growth?",0,,0,0,0,0,0,0,1,0,Emery,6944.36106576687
141,0010_016.3,0,0.9593,0.9859,1.003,0.99445,2731,1460.1,1477.3,1550.4,1609.8,1719.6,1866.7,1522,1540,1616,1678,1793,1946,4300,4300,4300,4400,4500,4700,15,UDOT,UDOT,-2300,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2022 CCS data shows this segment around 2,000. Does it make sense that there is no growth?",0,,0,0,0,0,0,0,1,0,Emery,21733.163606628
142,0010_026.7,0,1.0918,1.0107,1.0324,1.02155,2556,3299.1,3334.2,3443.0,3488.2,3550.7,3846.7,3022,3054,3154,3195,3252,3523,5600,5600,5700,5800,5800,6100,15,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Does no growth make sense?,0,,0,0,0,0,0,0,1,0,Emery,1638.84059144752
143,0010_027.5,0,0.9593,0.9859,1.003,0.99445,2114,3030.4,3056.9,3150.2,3199.5,3259.8,3507.5,3159,3187,3284,3335,3398,3656,5300,5300,5400,5400,5500,5800,15,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Does no growth make sense?,0,,0,0,0,0,0,0,1,0,Emery,6004.17090358497
144,0010_030.4,0,0.9593,0.9859,1.003,0.99445,4281,3054.5,3083.2,3185.1,3235.3,3288.5,3525.0,3184,3214,3320,3373,3428,3675,7500,7500,7600,7700,7700,8000,15,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Does no growth make sense? Should this be lower? Why would this section be higher than the surrounding segments?,0,,0,0,0,0,0,0,1,0,Emery,8941.34308036506
145,0010_034.7,0,0.9593,0.9859,1.003,0.99445,1781,3198.8,3208.6,3289.4,3346.5,3403.7,3608.6,3335,3345,3429,3488,3548,3762,5100,5100,5200,5300,5300,5500,15,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Does no growth make sense?,0,,0,1,0,0,0,0,1,0,Emery,6348.50327884305
146,0010_037.7,0,1.0918,1.0107,1.0324,1.02155,4611,3260.8,3267.6,3348.7,3408.7,3465.2,3668.7,2987,2993,3067,3122,3174,3360,7600,7600,7700,7700,7800,8000,15,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,0,0,Emery,207.218375527316
147,0010_037.8,0,1.0918,1.0107,1.0324,1.02155,3290,4703.9,4696.7,4715.8,4772.8,4788.6,4994.5,4308,4302,4319,4371,4386,4575,7600,7600,7600,7700,7700,7900,15,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Does no growth make sense? Should this be lower?,0,,0,0,0,0,0,0,1,0,Emery,1036.25275821383
148,0010_038.3,0,0.9593,0.9859,1.003,0.99445,2455,4701.3,4697.0,4715.3,4773.7,4792.0,4995.9,4901,4896,4915,4976,4995,5208,7400,7400,7400,7400,7400,7700,15,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Does no growth make sense? Should this be lower?,0,,0,0,0,0,0,0,1,0,Emery,2308.46843535923
